epoch,step,test_Energy_MAE,test_Energy_RMSE,test_Force_MAE,test_Force_RMSE,test_Magmom_MAE,test_Magmom_RMSE,test_Stress_MAE,test_Stress_RMSE,test_Total_Loss,train_Energy_MAE,train_Energy_RMSE,train_Force_MAE,train_Force_RMSE,train_Magmom_MAE,train_Magmom_RMSE,train_Stress_MAE,train_Stress_RMSE,train_Total_Loss,val_Energy_MAE,val_Energy_RMSE,val_Force_MAE,val_Force_RMSE,val_Magmom_MAE,val_Magmom_RMSE,val_Stress_MAE,val_Stress_RMSE,val_Total_Loss
66,12260,,,,,,,,,,0.020848501473665237,0.024949103593826294,0.08047086745500565,0.11715053766965866,0.0,0.0,0.0,0.0,0.014642180874943733,,,,,,,,,
67,12443,,,,,,,,,,,,,,,,,,,0.023131590336561203,0.028475061058998108,0.09223850816488266,0.1433885395526886,0.0,0.0,0.0,0.0,0.02627764269709587
67,12443,,,,,,,,,,0.022742224857211113,0.02715962938964367,0.08512545377016068,0.12349606305360794,0.0,0.0,0.0,0.0,0.016405072063207626,,,,,,,,,
68,12626,,,,,,,,,,,,,,,,,,,0.029185336083173752,0.03966694325208664,0.17042993009090424,0.2590048313140869,0.0,0.0,0.0,0.0,0.07647577673196793
68,12626,,,,,,,,,,0.045106954872608185,0.055685777217149734,0.1351579874753952,0.20343241095542908,0.0,0.0,0.0,0.0,0.058117058128118515,,,,,,,,,
69,12809,,,,,,,,,,,,,,,,,,,0.014554042369127274,0.01917445845901966,0.09313350170850754,0.14999578893184662,0.0,0.0,0.0,0.0,0.0293631162494421
69,12809,,,,,,,,,,0.019219916313886642,0.026301519945263863,0.11610103398561478,0.16975300014019012,0.0,0.0,0.0,0.0,0.030829470604658127,,,,,,,,,
70,12992,,,,,,,,,,,,,,,,,,,0.010545779019594193,0.015396258793771267,0.08508826792240143,0.13639844954013824,0.0,0.0,0.0,0.0,0.023664800450205803
70,12992,,,,,,,,,,0.016544321551918983,0.021434571593999863,0.08583785593509674,0.12566602230072021,0.0,0.0,0.0,0.0,0.016540925949811935,,,,,,,,,
71,13175,,,,,,,,,,,,,,,,,,,0.026539180427789688,0.029041612520813942,0.08499403297901154,0.13351517915725708,0.0,0.0,0.0,0.0,0.02273149974644184
71,13175,,,,,,,,,,0.020608406513929367,0.025053059682250023,0.08308697491884232,0.121285580098629,0.0,0.0,0.0,0.0,0.015615725889801979,,,,,,,,,
72,13358,,,,,,,,,,,,,,,,,,,0.019382748752832413,0.023281479254364967,0.08609870821237564,0.13118892908096313,0.0,0.0,0.0,0.0,0.020402945578098297
72,13358,,,,,,,,,,0.0238580834120512,0.027945280075073242,0.08148198574781418,0.11832188069820404,0.0,0.0,0.0,0.0,0.015120011754333973,,,,,,,,,
73,13541,,,,,,,,,,,,,,,,,,,0.012808714061975479,0.02032448723912239,0.09766150265932083,0.14558713138103485,0.0,0.0,0.0,0.0,0.02477898634970188
73,13541,,,,,,,,,,0.024920299649238586,0.02928614430129528,0.08222595602273941,0.11872095614671707,0.0,0.0,0.0,0.0,0.015286599285900593,,,,,,,,,
74,13724,,,,,,,,,,,,,,,,,,,0.028336824849247932,0.032588742673397064,0.09216994047164917,0.14657938480377197,0.0,0.0,0.0,0.0,0.028563331812620163
74,13724,,,,,,,,,,0.030246224254369736,0.035349100828170776,0.0941825807094574,0.13566337525844574,0.0,0.0,0.0,0.0,0.02076723612844944,,,,,,,,,
75,13907,,,,,,,,,,,,,,,,,,,0.013776070438325405,0.020879793912172318,0.12587162852287292,0.17853203415870667,0.0,0.0,0.0,0.0,0.034508004784584045
75,13907,,,,,,,,,,0.02386046014726162,0.028648583218455315,0.08624925464391708,0.1260194629430771,0.0,0.0,0.0,0.0,0.01753774657845497,,,,,,,,,
76,14090,,,,,,,,,,,,,,,,,,,0.024046776816248894,0.02814168855547905,0.0883670225739479,0.13495907187461853,0.0,0.0,0.0,0.0,0.02265237830579281
